Time,Clock ,Input to Input,Enabled 1 Bit Counter 1 output,Enabled 1 Bit Counter TC 1 output,Input to Moore 1,NS of Moore 1,output of Moore 1,PS of Moore 1,Enabled 2 Bit Counter And1 output,Enabled 1 Bit Counter 2 output,Enabled 1 Bit Counter TC 2 output,Input to Moore 2,NS of Moore 2,output of Moore 2,PS of Moore 2,Enabled 2 Bit Counter 1 output,Enabled 2 Bit Counter TC1 output,Enabled 4 Bit Counter And1 output,Enabled 1 Bit Counter 3 output,Enabled 1 Bit Counter TC 3 output,Input to Moore 3,NS of Moore 3,output of Moore 3,PS of Moore 3,Enabled 2 Bit Counter And2 output,Enabled 1 Bit Counter 4 output,Enabled 1 Bit Counter TC 4 output,Input to Moore 4,NS of Moore 4,output of Moore 4,PS of Moore 4,Enabled 2 Bit Counter 2 output,Enabled 2 Bit Counter TC2 output,Enabled 4 Bit Counter 1 output,Enabled 4 Bit Counter TC1 output
46.54999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
47.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
47.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,15,1
47.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,15,1
47.519999999999996,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47.529999999999994,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.53999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.519999999999996,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.529999999999994,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.53999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48.54999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49.519999999999996,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
49.529999999999994,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
49.53999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
49.54999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
50.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
50.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
50.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
50.519999999999996,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
50.529999999999994,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
50.53999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
50.54999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
51.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
51.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0
51.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0
51.519999999999996,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,4,0
51.529999999999994,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
51.53999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
51.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
52.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
52.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
52.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,4,0
52.519999999999996,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
52.529999999999994,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
52.53999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
52.54999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
53.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
53.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
53.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,5,0
53.519999999999996,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
53.529999999999994,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
53.53999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
53.54999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
54.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
54.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
54.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,1,1,0,1,3,1,0,0,0,0,0,0,0,1,0,6,0
54.519999999999996,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,0,0,1,0,0,0,1,0,7,0
54.529999999999994,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
54.53999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
54.54999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
55.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
55.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,7,0
55.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,7,0
55.519999999999996,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,2,0,8,0
55.529999999999994,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
55.53999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
55.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
56.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
56.5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
56.51,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,8,0
56.519999999999996,1,1,1,1,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
56.529999999999994,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
56.53999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
56.54999999999999,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
57.0,0,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
57.5,1,1,1,1,1,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
57.51,1,1,1,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,9,0
57.519999999999996,1,1,0,0,1,1,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
57.529999999999994,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
57.53999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
57.54999999999999,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
58.0,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
58.5,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
58.51,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,0,10,0
58.519999999999996,1,1,1,1,1,0,3,1,1,1,1,1,1,3,1,3,1,1,0,0,1,0,0,0,0,1,1,0,1,3,1,2,0,11,0
58.529999999999994,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
58.53999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
58.54999999999999,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
59.0,0,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
59.5,1,1,1,1,1,0,3,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,11,0
59.51,1,1,1,1,1,0,3,0,1,1,1,1,0,3,0,3,1,1,0,0,1,1,0,1,0,1,1,0,1,3,1,2,0,11,0
59.519999999999996,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,1,1,0,1,3,1,3,1,12,0
59.529999999999994,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
59.53999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
59.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
60.54999999999999,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0,1,3,1,3,1,12,0
